fiscal_year,base_year,sr_no,group_code,cmdty_code,description,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,fy_avg_index
2020-2021,2015-16,28,01,26,Beans,148.56,156.01,156.25,157.51,157.35,156.91,156.81,159.22,159.53,160.06,159.79,159.9,157.33
2020-2021,2015-16,29,01,27,Potatoes,241.36,255.49,271.28,273.51,297.55,258.5,171.71,149.52,163.78,189.67,191.01,192.9,221.36
2020-2021,2015-16,30,01,28,Onions,97.59,107.74,123.37,171.57,181.53,128.67,96.67,89.05,86.94,79.7,69.22,79.58,109.3
2020-2021,2015-16,31,01,29,Tomatoes,198,134.98,194.46,288.5,333.74,243.22,170.19,70.28,73.56,123.36,65.82,84.87,165.08
2020-2021,2015-16,32,01,30,Fresh vegetables,143.5,139.51,181.82,170.25,179.83,145.33,130.59,120.99,119.2,154.42,125.32,129.22,145
2020-2021,2015-16,33,01,31,Sugar,135.35,153.66,150.87,157.78,159.21,130.44,149.69,151.01,158.29,155.4,159.39,158.45,151.63
2020-2021,2015-16,34,01,32,Gur,137.48,140.02,144.31,147.74,146.47,142.29,143.28,146.1,144.83,144.48,147.35,150.08,144.54
2020-2021,2015-16,35,01,33,Honey,124.39,128.22,128.34,130.05,130.08,130.72,130.72,131.01,131.08,131.22,131.29,131.29,129.87
2020-2021,2015-16,36,01,34,Sweetmeat,143.37,144.06,144.79,147.36,147.68,148.63,148.82,149.71,149.91,150.5,152.82,153.1,148.4
2020-2021,2015-16,37,01,35,Ice cream,133.79,136.32,136.32,136.35,136.35,136.35,136.35,136.57,137.47,137.47,142.53,146.19,137.67
2020-2021,2015-16,38,01,36,Condiments and Spices,188.74,194.04,199.86,195.08,200.15,213.93,197.79,208.66,207.97,211.18,210.85,216.29,203.71
2020-2021,2015-16,39,01,37,Dessert preparation,125.3,125.85,125.99,126.53,126.7,127.03,127.16,130.81,131.54,131.74,131.78,133.1,128.63
2020-2021,2015-16,40,01,38,Tea,140.74,140.74,140.74,140.7,140.7,140.68,140.74,140.83,140.83,140.83,140.84,140.84,140.77
2020-2021,2015-16,41,01,39,Beverages,126.99,127.61,127.85,127.64,127.99,128.02,128.02,128.11,130.41,130.93,131.05,131.05,128.81
2020-2021,2015-16,42,02,00,"Alcoholic Beverages, Tobacco",148.36,149.8,150.34,151.34,152.13,152.1,152.14,152.48,153.44,153.57,153.81,153.94,151.95
2020-2021,2015-16,43,02,40,Cigarettes,139.07,139.96,140.28,141.25,141.26,141.02,141.02,141.06,141.06,141.06,141.09,141.09,140.77
2020-2021,2015-16,44,02,41,Pan prepared,196.9,201.15,202.89,203.97,208.87,209.96,210.17,212.12,218.11,218.9,220.2,221,210.35
2020-2021,2015-16,45,03,00,Clothing and footwear,132.97,133.2,133.75,134.1,136.62,137.25,137.97,143.58,144.65,146.21,146.36,146.45,139.43
2020-2021,2015-16,46,03,42,Cotton cloth,137.01,137.16,137.16,137.17,142.31,142.39,143.01,146.62,149.21,150.16,150.21,150.24,143.55
2020-2021,2015-16,47,03,43,Woolen cloth,128.47,128.48,131.47,131.55,134.61,136.48,137.04,138.84,140.2,141.06,141.18,141.24,135.89
2020-2021,2015-16,48,03,44,Readymade garments,130.49,130.56,131.13,132.21,132.81,133.13,133.57,137.48,137.77,138.91,138.92,139.1,134.67
2020-2021,2015-16,49,03,45,Woolen readymade garments,126.88,126.88,127.17,127.19,138.45,139.94,141.04,141.11,142.21,142.21,142.21,142.21,136.46
2020-2021,2015-16,50,03,46,Tailoring,140.83,141.42,141.8,142.01,142.26,142.27,142.46,142.93,143.43,149.88,150.71,150.72,144.23
2020-2021,2015-16,51,03,47,Hosiry,129.25,129.98,130.41,132.36,132.73,137.28,138.26,140.98,141.45,143.52,143.63,144.29,137.01
2020-2021,2015-16,52,03,48,Dopatta,124.79,125.09,125.8,126.54,126.96,127.58,127.61,127.73,128.26,129.91,129.91,129.93,127.51
2020-2021,2015-16,53,03,49,Cleaning and laundring,131.67,137.55,142.15,142.34,142.65,146.56,146.87,147.53,147.72,147.95,148.23,148.51,144.14
2020-2021,2015-16,54,03,50,Footware,129.74,129.76,129.81,129.87,129.88,129.92,131.41,150.67,150.68,150.72,150.75,150.78,138.67
2020-2021,2015-16,55,04,00,"Housing, water, Elec., Gas and other fuels",131.76,134.06,134.02,134.44,134.09,135.34,137.52,143.34,141.07,142.12,140.52,141.05,137.44
2020-2021,2015-16,56,04,51,House rent,132.08,132.08,132.08,133.24,133.24,133.24,135.86,135.86,135.86,138.09,138.09,138.09,134.82
2020-2021,2015-16,57,04,52,Construcion input items,143.2,143.57,146.96,147.35,148.04,148.41,149.44,149.66,150.9,153.04,153.18,154.3,149
2020-2021,2015-16,58,04,53,Construction wage rates,149.55,151.71,152.47,152.51,152.57,153.37,153.39,154.26,154.6,154.99,155.01,156.06,153.37
2020-2021,2015-16,59,04,54,Water supply,143.78,152.62,156.23,156.43,156.64,157.86,157.86,157.86,158.19,158.19,158.39,158.72,156.06
2020-2021,2015-16,60,04,55,Garbage collection,167.3,169.2,169.2,169.2,169.2,171.58,173.35,173.35,173.7,173.9,173.9,173.9,171.48
2020-2021,2015-16,61,04,56,Electricity charges,108.04,120.58,119.83,117.04,113.29,120.04,119.4,154.56,142.12,139.44,131.62,130.87,126.4
2020-2021,2015-16,62,04,57,Gas charges,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94
2020-2021,2015-16,63,04,58,Liquified Hydrocarbons,130.12,129.23,127.28,129.98,143.38,143.72,163.64,157.19,146.44,140.88,125.78,158.81,141.37
2020-2021,2015-16,64,04,59,Solid Fuel,114.45,114.6,114.7,114.89,116.09,119.96,121.54,121.73,121.39,120.94,120.56,120.79,118.47
2020-2021,2015-16,65,05,00,Furnishing and household equipment maintenance,130.01,130.64,131.57,132.88,133.72,134.34,134.95,137.06,138.33,139.46,140.17,140.9,135.34
2020-2021,2015-16,66,05,60,Furniture and furnishing,130.99,131.85,132.35,134.87,137.1,137.74,139.61,139.84,140.45,140.98,141.22,141.76,137.4
2020-2021,2015-16,67,05,61,Carpets,112.03,112.09,112.12,112.53,112.55,112.67,112.8,112.8,113.21,113.21,113.24,113.24,112.71
2020-2021,2015-16,68,05,62,Household textiles,126.11,126.95,127.04,128.77,131.89,132.73,133.54,134.43,134.74,134.76,135.27,135.27,131.79
2020-2021,2015-16,69,05,63,Household equipments,129.93,131.38,131.92,133.08,133.21,133.37,134.03,136.47,138.46,140.94,141.72,142.73,135.6
2020-2021,2015-16,70,05,64,Plastic products,117.68,118.25,119.17,119.25,119.52,120.06,120.09,120.73,121.98,122.42,122.61,122.71,120.37
2020-2021,2015-16,71,05,65,Major tools & equipments,125.72,127.98,128.4,128.73,129.26,133.83,135.02,137.05,137.94,138.44,138.51,138.62,133.29
2020-2021,2015-16,72,05,66,Washing soap/detergents/match box,130.1,130.36,132.44,133.49,134.14,135.33,135.69,139.71,141.57,142.88,144.18,144.87,137.06
2020-2021,2015-16,73,05,67,Household servant,132.71,132.71,132.74,133.89,134.21,134.27,134.48,134.55,134.66,134.66,134.66,135.61,134.1
2020-2021,2015-16,74,06,00,Health,141.55,142.89,144.31,145.63,145.98,147.24,148.06,150.26,151.94,152.72,153.41,154.68,148.22
2020-2021,2015-16,75,06,68,Drugs and medicines,141.05,142.25,142.68,143.18,143.8,145.66,146.9,149.64,151.74,153.01,154.25,154.58,147.4
2020-2021,2015-16,76,06,69,Therapeutic Appliances and Equipme,112.42,113.06,113.39,114.67,114.94,114.98,115.16,116.2,116.53,116.6,116.6,116.64,115.1
2020-2021,2015-16,77,06,70,Doctor (MBBS) clinic fee,172.1,174.13,179.85,184.48,184.48,186,186.63,189.71,190.2,190.39,190.81,192.11,185.07
2020-2021,2015-16,78,06,71,Dental services,118.91,120.43,121.35,121.66,121.81,121.81,124.53,126.85,128.1,128.73,128.73,128.98,124.32
2020-2021,2015-16,79,06,72,Medical tests,126.68,128.31,130.3,130.41,130.65,130.73,131.84,132.69,133.32,133.7,134.08,134.39,131.43
2020-2021,2015-16,80,06,73,Hospitals services,127.99,128.99,129.02,130.09,130.22,130.69,130.7,131.81,134.03,134.49,134.49,137.93,131.7
2020-2021,2015-16,81,07,00,Transport,134.88,139.08,140.06,140.58,137.2,139.79,142.26,145.36,144.34,142.56,142.67,144.31,141.09
2020-2021,2015-16,82,07,74,Motor vehicles,147.76,148.34,149.05,149.33,150.68,151.66,152.3,153.75,153.87,154.08,154.41,154.49,151.64
2020-2021,2015-16,83,07,75,Motor vehicle accessories,131.04,131.46,132.52,133.7,134.54,137.31,137.86,137.86,140.01,140.14,141.66,141.95,136.67
2020-2021,2015-16,84,07,76,Motor fuel,141.21,145.93,146.18,146.32,143.74,144.72,150.99,153.46,153.47,151.13,150.42,152.12,148.31
2020-2021,2015-16,85,07,77,Mechanical services,131.11,131.58,132.38,133.42,133.67,135.79,136.24,136.53,136.87,137.2,137.66,137.66,135.01
2020-2021,2015-16,86,07,78,Motor vehicle tax,126.72,126.72,126.72,126.72,126.72,126.72,126.72,126.72,126.72,126.72,126.72,126.72,126.72
2020-2021,2015-16,87,07,79,Transport services,119.93,126.42,128.79,129.86,121.53,127.69,125.47,131.49,127.54,124.98,126.12,128.98,126.57
2020-2021,2015-16,88,08,00,Communication,108.22,108.22,108.23,108.26,108.74,108.8,108.87,108.95,108.95,110.33,110.33,110.36,109.02
2020-2021,2015-16,89,08,80,Postal services,147.05,147.05,147.05,147.39,147.39,147.39,151.88,161.25,161.25,162.27,162.27,162.27,153.71
2020-2021,2015-16,90,08,81,Communication apparatus,118.75,118.75,118.77,118.91,118.95,119.29,119.48,119.48,119.49,119.49,119.49,119.65,119.21
2020-2021,2015-16,91,08,82,Communication Services,105.3,105.3,105.3,105.3,105.89,105.89,105.89,105.89,105.89,107.61,107.61,107.61,106.12
2020-2021,2015-16,92,09,00,Recreation and culture,118.86,119.36,120.03,120.33,120.84,121.05,121.14,121.56,121.89,121.91,122.15,124.35,121.12
2020-2021,2015-16,93,09,83,Recreation and culture,110.71,111.23,111.59,111.67,112.03,112.08,112.16,112.73,113.44,113.5,113.75,113.96,112.4
2020-2021,2015-16,94,09,84,Text books,118.66,119.02,119.49,120,120.68,120.78,120.8,120.8,120.8,120.8,121.19,126.34,120.78
2020-2021,2015-16,95,09,85,Newspapers,151.55,151.55,151.55,151.55,151.55,151.55,151.55,151.55,151.55,151.55,151.55,151.55,151.55
2020-2021,2015-16,96,09,86,stationery,127.78,128.6,130.38,130.77,131.3,132.08,132.33,133.38,133.68,133.69,133.7,134.4,131.84
2020-2021,2015-16,97,10,00,Education,144.98,145.07,145.49,146.16,146.16,146.16,146.25,146.26,146.26,146.71,146.71,146.89,146.09
2020-2021,2015-16,98,10,87,Education,144.98,145.07,145.49,146.16,146.16,146.16,146.25,146.26,146.26,146.71,146.71,146.89,146.09
2020-2021,2015-16,99,11,00,Restaurants and hotels,130.92,133.37,134.14,135.28,136.53,137.47,138.39,139,140.53,140.81,141.66,142.77,137.57
2020-2021,2015-16,100,11,88,Readymade food,130.57,133.47,134.48,135.8,136.99,138.2,139.43,140.08,142.01,142.38,143.5,144.99,138.49
2020-2021,2015-16,101,11,89,Marriage Hall Charges,133.41,134.6,134.64,135.29,136.83,136.99,136.99,137.52,137.88,137.94,137.97,137.97,136.5
2020-2021,2015-16,102,11,90,Accommodation Services,112.4,112.72,112.72,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.3,113.06
2020-2021,2015-16,103,12,00,Misc. goods and services,140.4,145.22,144.68,144.4,145.64,146.15,147.67,150.08,149.64,150.56,151.81,153.41,147.47
2020-2021,2015-16,104,12,91,Personal Grooming Services,128.38,130.63,132.07,132.1,133.95,134.51,136.72,136.73,137.64,137.97,138.14,138.39,134.77
2020-2021,2015-16,105,12,92,Electrical Appliances for Personal,116.91,118.32,118.32,118.37,118.42,118.43,118.43,118.43,118.43,118.48,118.48,118.5,118.29
2020-2021,2015-16,106,12,93,Appliances/Articles/Products for P,128.69,130.58,131.35,132.08,133.52,134.6,135.37,139.84,140.61,141.97,142.85,143.49,136.25
2020-2021,2015-16,107,12,94,Personal Effects n.e.c.,188.67,205.06,198.7,194.97,195.1,193.82,197.2,195.25,189.82,189.9,193.32,199.16,195.08
2021-2022,2015-16,1,00,00,General,146.41,147.12,150.08,152.59,156.96,157.46,157.56,159.03,160.07,162.63,163.13,173.23,157.19
2021-2022,2015-16,2,01,00,Food and non-alcoholic Beverages,151.66,152.49,158.53,161.09,167.96,162.85,161.12,164.76,168.17,175.41,177.05,185.86,165.58
2021-2022,2015-16,3,01,01,Wheat,153.98,154.33,165.61,177.61,179.43,179.07,183.87,185.89,176.8,176.35,179.98,203.44,176.36
2021-2022,2015-16,4,01,02,Wheat flour,147.46,147.97,162.31,159.97,160.43,160.37,158.31,157.68,155.97,161.35,178.31,171.61,160.15
2021-2022,2015-16,5,01,03,Wheat products,160.75,161.02,163.94,166.74,170.74,170.4,171.61,174.1,180.71,174.78,184.97,192.14,172.66
2021-2022,2015-16,6,01,04,Besan,125.39,124.23,127.17,126.87,127.25,131.29,136.3,139.01,140.28,141.73,143.34,156.75,134.97
2021-2022,2015-16,7,01,05,Rice,146.7,146.82,146.91,148.2,150.76,152.12,154.07,156.84,157.93,158.54,163.93,183.06,155.49
2021-2022,2015-16,8,01,06,Bakery and confectionary,148.47,148.7,149.97,151.61,156.86,161.51,162.82,164.74,166.04,167.09,169.04,182.23,160.76
2021-2022,2015-16,9,01,07,Nimco,144.86,147.14,150.4,154.23,160.71,163.59,166.44,169.35,172.11,176.76,182.03,193.49,165.09
2021-2022,2015-16,10,01,08,Meat,174.06,174.71,178.55,181.62,186.39,187.55,190.88,193.27,194.83,201.16,209.16,217.33,190.79
2021-2022,2015-16,11,01,09,Chicken,123.08,108.34,153.89,181.45,173.58,141.75,138.57,154.66,206.67,187.24,219.04,201.9,165.85
2021-2022,2015-16,12,01,10,Fish,112.86,112.91,113.33,115.85,118.05,119.87,120.35,124.33,123.38,123.29,123.28,124.55,119.34
2021-2022,2015-16,13,01,11,Milk fresh,142.6,145.37,145.52,146.11,149.52,153.75,152.9,153.12,155.45,157.43,158.36,171.31,152.62
2021-2022,2015-16,14,01,12,Milk products,146.68,149.28,149.61,149.94,151.47,157.39,155.89,156.51,157.87,160.82,161.39,172.73,155.8
2021-2022,2015-16,15,01,13,Milk powder,138.86,140.36,142.02,142.69,143.08,143.67,144.37,145.86,156.17,155.31,156.94,165.29,147.89
2021-2022,2015-16,16,01,14,Eggs,182.46,179.46,205.35,193.16,212.84,206.39,204.06,179.95,153.41,153.97,174.09,208.87,187.83
2021-2022,2015-16,17,01,15,Butter,195.19,195.19,195.79,196.85,197.28,206.36,207.46,208.2,224.43,226.2,226.27,233.91,209.43
2021-2022,2015-16,18,01,16,Mustard oil,168.88,169.86,177.61,185.93,207.49,213.12,214.24,227.19,247.02,252.73,257.61,302.41,218.67
2021-2022,2015-16,19,01,17,Cooking oil,188.17,190.26,197.19,200.69,220.17,233.42,233.5,238.81,250.86,279.33,279.49,301.59,234.46
2021-2022,2015-16,20,01,18,Vegetable ghee,197.41,200.86,207.28,212.91,236.06,240.29,240.31,246.75,267.27,289.34,289.68,326.94,246.26
2021-2022,2015-16,21,01,19,Dry fruits,137.03,136.9,137.28,138.34,146.16,150.51,151.54,152.61,152.94,152.07,152.1,154.18,146.81
2021-2022,2015-16,22,01,20,Fresh fruits,130.4,120.29,121,122.33,127.67,133.81,139.31,149.51,172.19,208.47,181.5,195.46,150.16
2021-2022,2015-16,23,01,21,Pulse masoor,106.31,106.66,123.41,123.4,127.27,138.27,146.75,148.48,149.15,150.83,159.82,187.66,139
2021-2022,2015-16,24,01,22,Pulse moong,121.52,118.66,113.89,106.9,106.16,109.08,111.13,110.31,109.54,109.53,110.93,111.79,111.62
2021-2022,2015-16,25,01,23,Pulse mash,105.31,105.23,109.24,106.92,107.61,114.69,118.56,118.96,118.85,118.7,121.59,130.21,114.66
2021-2022,2015-16,26,01,24,Pulse gram,128.02,121.39,126.65,123.74,123.58,130.09,134.56,138.43,138.31,139.02,141.23,161.05,133.84
2021-2022,2015-16,27,01,25,Gram whohe,129.39,129.2,136.93,138.63,141.09,147.73,154.81,157.26,160.58,169.68,181.02,205.67,154.33
2021-2022,2015-16,28,01,26,Beans,160.39,168.55,174.2,176.82,177.45,179.31,180.91,179.97,181.26,183.16,181.45,194.67,178.18
2021-2022,2015-16,29,01,27,Potatoes,202.33,206.06,200.66,225.08,244.99,196.57,170.39,153.89,148.23,150.35,149.75,201.59,187.49
2021-2022,2015-16,30,01,28,Onions,107.06,106.28,140.81,122.93,113.13,92.99,92.43,84.29,90.2,128.83,175.43,178.5,119.41
2021-2022,2015-16,31,01,29,Tomatoes,154.8,182.42,147.95,148.53,344.06,172.94,98.79,288.19,182.91,277.17,172.59,188.17,196.54
2021-2022,2015-16,32,01,30,Fresh vegetables,133.99,150.76,156.72,180.64,199.47,148.15,145.71,161.29,160.82,183.99,155.92,150.4,160.66
2021-2022,2015-16,33,01,31,Sugar,166.5,168.77,173.9,160.47,162.77,147.76,148.7,142.81,141.36,140.37,137.49,140.58,152.62
2021-2022,2015-16,34,01,32,Gur,151.65,153.52,156.29,160.48,164.5,162.39,162.29,162.6,160.81,158.84,154.87,155.81,158.67
2021-2022,2015-16,35,01,33,Honey,131.84,131.84,137.01,139.57,147.4,151.26,155.88,156.03,156.08,156.31,156.31,156.46,148
2021-2022,2015-16,36,01,34,Sweetmeat,156.04,156.91,157.45,165.2,174.52,180.22,182.68,183.39,186.04,186.64,190.83,197.31,176.44
2021-2022,2015-16,37,01,35,Ice cream,146.34,146.41,146.51,146.73,146.86,146.93,146.93,146.93,147.48,147.88,148.05,148.7,147.15
2021-2022,2015-16,38,01,36,Condiments and Spices,222.03,215.92,216.14,207.82,207.85,208.31,192.68,180.21,175.93,176.74,173.95,172.79,195.86
2021-2022,2015-16,39,01,37,Dessert preparation,133.21,133.21,133.27,133.28,133.28,133.41,134.51,139.72,140.8,141.58,145.38,151.88,137.79
2021-2022,2015-16,40,01,38,Tea,140.84,140.84,144.75,151.88,152.53,152.8,152.87,155.49,158.48,158.76,158.99,159.11,152.28
2021-2022,2015-16,41,01,39,Beverages,131.44,131.92,133.86,134.6,135.37,135.42,135.43,138.19,140.01,140.58,142.94,148.52,137.36
2021-2022,2015-16,42,02,00,"Alcoholic Beverages, Tobacco",153.94,153.94,154.23,154.56,155.04,155.24,155.25,155.56,155.67,160.86,168.24,182.04,158.71
2021-2022,2015-16,43,02,40,Cigarettes,141.09,141.09,141.09,141.09,141.09,141.09,141.09,141.09,141.09,147.28,154.18,167.05,144.86
2021-2022,2015-16,44,02,41,Pan prepared,221,221,222.8,224.89,227.85,229.08,229.15,231.1,231.75,231.75,241.63,260.32,231.03
2021-2022,2015-16,45,03,00,Clothing and footwear,146.78,146.97,147.12,147.74,149.65,153.96,155.09,157.08,158.48,161.57,162.38,167.25,154.51
2021-2022,2015-16,46,03,42,Cotton cloth,150.39,150.56,150.57,150.63,154.61,156.54,157.39,163.16,165.48,168.87,169.04,173.84,159.26
2021-2022,2015-16,47,03,43,Woolen cloth,141.25,141.67,142.33,142.62,143.93,148.7,148.89,149.07,153.75,154.28,154.44,157.31,148.19
2021-2022,2015-16,48,03,44,Readymade garments,139.34,139.41,139.71,143.12,143.97,144.88,145.32,146.03,146.41,148.41,150.3,151.09,144.83
2021-2022,2015-16,49,03,45,Woolen readymade garments,142.21,142.21,142.21,142.27,143.59,149.45,159.42,159.54,159.54,159.54,159.54,159.54,151.59
2021-2022,2015-16,50,03,46,Tailoring,152.45,153.06,153.06,153.06,154.21,155.1,155.42,155.59,156.47,166.44,168.69,170.63,157.85
2021-2022,2015-16,51,03,47,Hosiry,144.55,144.77,145.1,145.3,146.54,148.02,150.87,153.93,154.65,161.47,161.93,163.86,151.75
2021-2022,2015-16,52,03,48,Dopatta,129.93,129.93,130.01,130.05,131.01,131.81,133.66,134.42,136.27,139.66,140.55,141.2,134.04
2021-2022,2015-16,53,03,49,Cleaning and laundring,148.59,148.59,148.68,148.8,172.85,176.42,179.22,181.31,182.58,182.94,188.9,193.44,171.03
2021-2022,2015-16,54,03,50,Footware,150.78,150.78,150.81,150.81,150.92,164.83,164.88,165.07,165.08,165.1,165.34,179.93,160.36
2021-2022,2015-16,55,04,00,"Housing, water, Elec., Gas and other fuels",143,143.73,145.99,149.31,152.28,156.18,157.06,154.52,151.06,150.11,146.71,157.02,150.58
2021-2022,2015-16,56,04,51,House rent,140.07,140.07,140.07,142.06,142.06,142.06,144.19,144.19,144.19,145.8,145.8,145.8,143.03
2021-2022,2015-16,57,04,52,Construcion input items,157.03,158.57,159.3,160.32,163.51,165.26,165.13,165.69,169,172.11,173.48,182.61,166
2021-2022,2015-16,58,04,53,Construction wage rates,157.85,157.88,158.01,163.87,164.77,165.44,165.66,166.27,166.59,169.46,170.65,174.25,165.06
2021-2022,2015-16,59,04,54,Water supply,158.84,162.68,162.68,162.68,162.68,163,163.51,163.51,164.74,165.01,166.58,166.58,163.54
2021-2022,2015-16,60,04,55,Garbage collection,174.58,175.57,177.21,177.21,177.79,179.94,181.75,182.71,182.71,183.11,196.32,197.91,182.23
2021-2022,2015-16,61,04,56,Electricity charges,131.51,131.62,146.62,154.66,167.52,191.32,186.5,172.03,148.98,137.3,116.08,176.21,155.03
2021-2022,2015-16,62,04,57,Gas charges,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94,216.94
2021-2022,2015-16,63,04,58,Liquified Hydrocarbons,179.02,211.66,196.38,222.3,258.57,247.74,250.94,243.01,261.95,252.12,255.45,255.6,236.23
2021-2022,2015-16,64,04,59,Solid Fuel,120.73,120.79,120.78,121.03,125.4,128.41,135.04,137.15,137.02,135.65,135.73,136.86,129.55
2021-2022,2015-16,66,05,60,Furniture and furnishing,143.57,144.24,144.91,145.12,147.02,148.91,149.88,150.38,154.19,155.65,159.48,162.78,150.51
2021-2022,2015-16,67,05,61,Carpets,113.24,113.69,113.92,113.97,118.08,121.31,121.35,121.67,121.86,121.93,122.02,125.72,119.06
2021-2022,2015-16,68,05,62,Household textiles,135.54,135.54,135.57,136.05,137.22,139.57,140.23,141.86,142.76,142.81,143.16,144.9,139.6
2021-2022,2015-16,69,05,63,Household equipments,145.78,146.49,147.6,148.64,149.76,152.32,152.64,153.72,156.11,162.17,165.49,169.74,154.21
2021-2022,2015-16,70,05,64,Plastic products,125.7,126.43,131.04,131.53,132.29,133.03,134.17,134.53,135.42,136.1,142.57,148.09,134.24
2021-2022,2015-16,71,05,65,Major tools & equipments,138.67,138.91,138.91,139.53,140.06,147.86,149.89,151.49,152.12,158.97,162.15,167.93,148.87
2021-2022,2015-16,72,05,66,Washing soap/detergents/match box,145.93,146.73,148.76,150.11,153.47,157.75,160.05,163.58,165.23,167.48,171.15,177.65,158.99
2021-2022,2015-16,73,05,67,Household servant,135.61,135.87,136.1,136.95,138.23,138.35,139.87,147.16,147.34,147.88,150.52,152.26,142.18
2021-2022,2015-16,74,06,00,Health,155,155.91,156.84,157.83,159.57,162.05,162.93,165.61,167.16,168.5,169.14,171.46,162.67
2021-2022,2015-16,75,06,68,Drugs and medicines,154.71,155.75,156.28,158.13,160.71,163.73,164.68,166.91,169.37,170.76,171.9,173.82,163.9
2021-2022,2015-16,76,06,69,Therapeutic Appliances and Equipme,116.66,116.67,116.78,116.9,118.41,119.84,120.14,122.47,122.87,122.88,122.89,123.13,119.97
2021-2022,2015-16,77,06,70,Doctor (MBBS) clinic fee,192.56,193.89,195.83,196.06,198.64,202.1,203.2,206.4,207.52,209.76,210.21,213.15,202.44
2021-2022,2015-16,78,06,71,Dental services,128.98,128.98,128.98,129.11,129.62,130.59,130.63,135.2,135.34,136.13,136.79,138.06,132.37
2021-2022,2015-16,79,06,72,Medical tests,134.74,134.84,134.86,135.39,136.06,137.3,138.48,142.66,142.89,145.8,146.03,149.22,139.86
2021-2022,2015-16,80,06,73,Hospitals services,138.5,139.23,140.61,140.75,140.8,142.18,142.65,145.15,145.87,145.87,145.92,148.22,142.98
2021-2022,2015-16,81,07,00,Transport,150.24,151.29,153.57,161.7,172.43,174.72,175.48,181.41,182.29,183.31,188.65,233.01,175.68
2021-2022,2015-16,82,07,74,Motor vehicles,151.83,152.56,152.69,154.29,162.77,163.8,163.9,166.83,169.77,178.98,184.89,186.84,165.76
2021-2022,2015-16,83,07,75,Motor vehicle accessories,142.81,144.34,145.7,149.72,153.36,156.28,157.22,159.72,161.89,162.49,165.75,173.04,156.03
2021-2022,2015-16,84,07,76,Motor fuel,164.41,169.01,171.84,186.71,202.4,202.14,205.68,214.41,210.22,210.42,217.13,297.76,204.34
2021-2022,2015-16,85,07,77,Mechanical services,138.01,139,139.13,140.01,146.82,147.77,149.7,153.7,154.9,156.5,158.26,160,148.65
2021-2022,2015-16,86,07,78,Motor vehicle tax,136.37,136.37,136.37,136.37,136.37,136.37,136.37,136.37,136.37,136.37,136.37,136.37,136.37
2021-2022,2015-16,87,07,79,Transport services,130.13,125.41,128.45,130.85,136.4,143.85,139.99,143.67,151.85,150.38,154.43,173.86,142.44
2021-2022,2015-16,88,08,00,Communication,112.29,112.3,112.32,112.42,112.42,112.43,112.55,112.56,112.57,112.58,112.82,113.09,112.53
2021-2022,2015-16,89,08,80,Postal services,163.41,163.41,163.41,163.41,163.41,163.41,164.62,164.62,164.62,164.62,164.62,184.35,165.66
2021-2022,2015-16,90,08,81,Communication apparatus,128.14,128.2,128.31,128.79,128.79,128.86,129.41,129.48,129.54,129.57,130.82,131.43,129.28
2021-2022,2015-16,91,08,82,Communication Services,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97
2021-2022,2015-16,92,09,00,Recreation and culture,125.24,125.93,127.58,129.48,129.92,130.62,130.97,131.23,132.47,132.71,136.64,140.84,131.14
2021-2022,2015-16,93,09,83,Recreation and culture,114.76,115.15,115.18,115.38,115.88,117.36,117.37,117.46,118.21,118.24,119.49,123.4,117.32
2021-2022,2015-16,94,09,84,Text books,127.71,128.89,132.99,133.65,134.04,134.04,134.04,134.06,135.16,135.67,137.89,137.89,133.84
2021-2022,2015-16,95,09,85,Newspapers,151.55,151.55,151.55,151.55,151.55,151.55,151.55,151.55,151.55,151.55,156.62,157.93,152.5
2021-2022,2015-16,96,09,86,stationery,134.68,135.16,135.48,143.31,143.83,144.58,146.28,147.38,150.07,150.25,162.27,175.73,147.42
2021-2022,2015-16,97,10,00,Education,147.13,148.72,148.76,148.99,149.34,150.01,150.69,150.87,159.39,160.26,161.96,162.1,153.19
2021-2022,2015-16,98,10,87,Education,147.13,148.72,148.76,148.99,149.34,150.01,150.69,150.87,159.39,160.26,161.96,162.1,153.19
2021-2022,2015-16,99,11,00,Restaurants and hotels,143.31,143.47,145.51,146.92,152.1,155.66,156.62,159.82,160.94,161.24,162.26,173.02,155.07
2021-2022,2015-16,100,11,88,Readymade food,145.7,145.92,148.51,150.35,153.74,156.96,158.16,161.98,163.34,163.75,165.1,175.9,157.45
2021-2022,2015-16,101,11,89,Marriage Hall Charges,137.97,137.97,138.12,138.27,149.46,154.31,154.59,156.03,156.2,156.21,156.23,167.64,150.25
2021-2022,2015-16,102,11,90,Accommodation Services,113.3,113.3,117.69,117.75,118.21,118.71,118.71,118.79,122.69,122.69,122.77,122.86,118.96
2021-2022,2015-16,103,12,00,Misc. goods and services,153.38,154.1,156.29,157.79,160.41,161.4,162.52,164.52,167.48,168.57,170.38,176.62,162.79
